Dataset,Error_Type,Severity,Model,Condition,Accuracy,Precision,Recall,F1,AUC,Train_Seconds,N_Train_Rows,N_Features,Metadata
German Credit,duplicates_minority,medium,Gaussian Naive Bayes,dirty,0.665,0.847619048,0.635714286,0.726530612,0.741309524,0.000964403,880,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 10, 'duplicates_added': 80, 'injection_version': 1}"
German Credit,duplicates_minority,medium,KNN,dirty,0.68,0.763888889,0.785714286,0.774647887,0.694821429,0.000963449,880,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 10, 'duplicates_added': 80, 'injection_version': 1}"
German Credit,duplicates_minority,medium,MLP,dirty,0.705,0.804511278,0.764285714,0.783882784,0.761309524,0.276340246,880,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 10, 'duplicates_added': 80, 'injection_version': 1}"
German Credit,duplicates_minority,medium,Decision Tree,dirty,0.73,0.8359375,0.764285714,0.798507463,0.740952381,0.002938032,880,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 10, 'duplicates_added': 80, 'injection_version': 1}"
German Credit,duplicates_minority,medium,Random Forest,dirty,0.755,0.789808917,0.885714286,0.835016835,0.806309524,0.092751265,880,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 10, 'duplicates_added': 80, 'injection_version': 1}"
German Credit,duplicates_minority,medium,XGBoost,dirty,0.74,0.805555556,0.828571429,0.816901408,0.778571429,0.049340725,880,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 10, 'duplicates_added': 80, 'injection_version': 1}"
German Credit,duplicates_minority,medium,LightGBM,dirty,0.755,0.801324503,0.864285714,0.83161512,0.78702381,0.032222271,880,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 10, 'duplicates_added': 80, 'injection_version': 1}"
German Credit,duplicates_minority,medium,Logistic Regression,cleaned,0.74,0.801369863,0.835714286,0.818181818,0.782261905,0.0049088,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 10, 'duplicates_added': 80, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 880, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,medium,Gaussian Naive Bayes,cleaned,0.685,0.834782609,0.685714286,0.752941176,0.748928571,0.001953363,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 10, 'duplicates_added': 80, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 880, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,medium,KNN,cleaned,0.685,0.74522293,0.835714286,0.787878788,0.668511905,0.000977039,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 10, 'duplicates_added': 80, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 880, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,medium,MLP,cleaned,0.725,0.793103448,0.821428571,0.807017544,0.770595238,0.240707159,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 10, 'duplicates_added': 80, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 880, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,medium,Decision Tree,cleaned,0.705,0.791366906,0.785714286,0.788530466,0.734464286,0.002917528,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 10, 'duplicates_added': 80, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 880, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,medium,Random Forest,cleaned,0.76,0.7875,0.9,0.84,0.804761905,0.097845078,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 10, 'duplicates_added': 80, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 880, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,medium,XGBoost,cleaned,0.765,0.79245283,0.9,0.842809365,0.791666667,0.057133913,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 10, 'duplicates_added': 80, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 880, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,medium,LightGBM,cleaned,0.735,0.791946309,0.842857143,0.816608997,0.780714286,0.030271292,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 10, 'duplicates_added': 80, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 880, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,high,Logistic Regression,dirty,0.73,0.830769231,0.771428571,0.8,0.785595238,0.004883289,920,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 15, 'duplicates_added': 120, 'injection_version': 1}"
German Credit,duplicates_minority,high,Gaussian Naive Bayes,dirty,0.675,0.85046729,0.65,0.736842105,0.750595238,0.001953125,920,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 15, 'duplicates_added': 120, 'injection_version': 1}"
German Credit,duplicates_minority,high,KNN,dirty,0.665,0.778625954,0.728571429,0.752767528,0.692738095,0.000975609,920,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 15, 'duplicates_added': 120, 'injection_version': 1}"
German Credit,duplicates_minority,high,MLP,dirty,0.71,0.810606061,0.764285714,0.786764706,0.756785714,0.280884981,920,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 15, 'duplicates_added': 120, 'injection_version': 1}"
German Credit,duplicates_minority,high,Decision Tree,dirty,0.63,0.766129032,0.678571429,0.71969697,0.630654762,0.003036976,920,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 15, 'duplicates_added': 120, 'injection_version': 1}"
German Credit,duplicates_minority,high,Random Forest,dirty,0.755,0.813793103,0.842857143,0.828070175,0.807619048,0.09721899,920,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 15, 'duplicates_added': 120, 'injection_version': 1}"
German Credit,duplicates_minority,high,XGBoost,dirty,0.735,0.795918367,0.835714286,0.81533101,0.76952381,0.048813105,920,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 15, 'duplicates_added': 120, 'injection_version': 1}"
German Credit,duplicates_minority,high,LightGBM,dirty,0.74,0.809859155,0.821428571,0.815602837,0.786428571,0.031779051,920,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 15, 'duplicates_added': 120, 'injection_version': 1}"
German Credit,duplicates_minority,high,Logistic Regression,cleaned,0.74,0.801369863,0.835714286,0.818181818,0.782261905,0.003928661,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 15, 'duplicates_added': 120, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 920, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,high,Gaussian Naive Bayes,cleaned,0.685,0.834782609,0.685714286,0.752941176,0.748928571,0.001955032,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 15, 'duplicates_added': 120, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 920, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,high,KNN,cleaned,0.685,0.74522293,0.835714286,0.787878788,0.668511905,0.000975847,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 15, 'duplicates_added': 120, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 920, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,high,MLP,cleaned,0.725,0.793103448,0.821428571,0.807017544,0.770595238,0.253134966,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 15, 'duplicates_added': 120, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 920, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,high,Decision Tree,cleaned,0.705,0.791366906,0.785714286,0.788530466,0.734464286,0.003039598,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 15, 'duplicates_added': 120, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 920, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,high,Random Forest,cleaned,0.76,0.7875,0.9,0.84,0.804761905,0.103612423,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 15, 'duplicates_added': 120, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 920, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,high,XGBoost,cleaned,0.765,0.79245283,0.9,0.842809365,0.791666667,0.049321413,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 15, 'duplicates_added': 120, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 920, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,high,LightGBM,cleaned,0.735,0.791946309,0.842857143,0.816608997,0.780714286,0.028356552,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 15, 'duplicates_added': 120, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 920, 'rows_after': 800, 'test_transformed': False}"
German Credit,label_noise_asymmetric,low,Logistic Regression,dirty,0.725,0.797202797,0.814285714,0.80565371,0.78547619,0.005883694,800,20,"{'error_type': 'label_noise_asymmetric', 'mechanism': 'one-directional flips (1 -> 0)', 'intended_rate': 5, 'labels_flipped': 40, 'rate_capped': False, 'injection_version': 1}"
German Credit,label_noise_asymmetric,low,Gaussian Naive Bayes,dirty,0.675,0.831858407,0.671428571,0.743083004,0.768571429,0.000976801,800,20,"{'error_type': 'label_noise_asymmetric', 'mechanism': 'one-directional flips (1 -> 0)', 'intended_rate': 5, 'labels_flipped': 40, 'rate_capped': False, 'injection_version': 1}"
German Credit,label_noise_asymmetric,low,KNN,dirty,0.68,0.760273973,0.792857143,0.776223776,0.657619048,0.000977516,800,20,"{'error_type': 'label_noise_asymmetric', 'mechanism': 'one-directional flips (1 -> 0)', 'intended_rate': 5, 'labels_flipped': 40, 'rate_capped': False, 'injection_version': 1}"
German Credit,label_noise_asymmetric,low,MLP,dirty,0.705,0.829268293,0.728571429,0.775665399,0.757380952,0.241999388,800,20,"{'error_type': 'label_noise_asymmetric', 'mechanism': 'one-directional flips (1 -> 0)', 'intended_rate': 5, 'labels_flipped': 40, 'rate_capped': False, 'injection_version': 1}"
German Credit,label_noise_asymmetric,low,Decision Tree,dirty,0.64,0.833333333,0.607142857,0.702479339,0.656011905,0.002928972,800,20,"{'error_type': 'label_noise_asymmetric', 'mechanism': 'one-directional flips (1 -> 0)', 'intended_rate': 5, 'labels_flipped': 40, 'rate_capped': False, 'injection_version': 1}"
German Credit,label_noise_asymmetric,low,Random Forest,dirty,0.78,0.82,0.878571429,0.848275862,0.81952381,0.09591651,800,20,"{'error_type': 'label_noise_asymmetric', 'mechanism': 'one-directional flips (1 -> 0)', 'intended_rate': 5, 'labels_flipped': 40, 'rate_capped': False, 'injection_version': 1}"
German Credit,label_noise_asymmetric,low,XGBoost,dirty,0.795,0.84137931,0.871428571,0.856140351,0.780595238,0.049347639,800,20,"{'error_type': 'label_noise_asymmetric', 'mechanism': 'one-directional flips (1 -> 0)', 'intended_rate': 5, 'labels_flipped': 40, 'rate_capped': False, 'injection_version': 1}"
German Credit,label_noise_asymmetric,low,LightGBM,dirty,0.745,0.811188811,0.828571429,0.819787986,0.765119048,0.030279636,800,20,"{'error_type': 'label_noise_asymmetric', 'mechanism': 'one-directional flips (1 -> 0)', 'intended_rate': 5, 'labels_flipped': 40, 'rate_capped': False, 'injection_version': 1}"
German Credit,label_noise_asymmetric,medium,Logistic Regression,dirty,0.7,0.833333333,0.714285714,0.769230769,0.765357143,0.004899263,800,20,"{'error_type': 'label_noise_asymmetric', 'mechanism': 'one-directional flips (1 -> 0)', 'intended_rate': 10, 'labels_flipped': 80, 'rate_capped': False, 'injection_version': 1}"
German Credit,label_noise_asymmetric,medium,Gaussian Naive Bayes,dirty,0.68,0.845454545,0.664285714,0.744,0.755952381,0.001953125,800,20,"{'error_type': 'label_noise_asymmetric', 'mechanism': 'one-directional flips (1 -> 0)', 'intended_rate': 10, 'labels_flipped': 80, 'rate_capped': False, 'injection_version': 1}"
