Dataset,Error_Type,Severity,Model,Condition,Accuracy,Precision,Recall,F1,AUC,Balanced_Accuracy,AUPRC,Train_Seconds,N_Train_Rows,N_Features,Metadata,Random_State
Adult Income,data_inconsistency,low,Decision Tree,dirty,0.8475053870379579,0.7433110367892977,0.5918774966711052,0.6590066716085989,0.8871985149793655,0.7620610171503838,0.7446448671825565,0.06469845771789551,24129,14,"{'error_type': 'data_inconsistency', 'intended_rate': 3.5, 'inconsistencies_added': 844, 'rows_affected': 844, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Adult Income,data_inconsistency,low,Random Forest,dirty,0.8521465274324548,0.7927063339731286,0.5499334221038615,0.64937106918239,0.913863101974532,0.7511309132148087,0.8041441579652479,0.2753894329071045,24129,14,"{'error_type': 'data_inconsistency', 'intended_rate': 3.5, 'inconsistencies_added': 844, 'rows_affected': 844, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Adult Income,data_inconsistency,low,XGBoost,dirty,0.8683905188131941,0.7832,0.651797603195739,0.7114825581395349,0.924646340743057,0.7959937033855543,0.8244130435464718,0.11018657684326172,24129,14,"{'error_type': 'data_inconsistency', 'intended_rate': 3.5, 'inconsistencies_added': 844, 'rows_affected': 844, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Adult Income,data_inconsistency,low,LightGBM,dirty,0.8659041936018564,0.7739130434782608,0.651797603195739,0.7076255872786411,0.9241728309873601,0.7943384396468653,0.82297703462014,0.09135174751281738,24129,14,"{'error_type': 'data_inconsistency', 'intended_rate': 3.5, 'inconsistencies_added': 844, 'rows_affected': 844, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,data_inconsistency,low,Logistic Regression,dirty,0.8887537321685282,0.5769230769230769,0.1843100189035917,0.2793696275071633,0.8648081883209656,0.5832007201593725,0.44677061339252516,0.02599048614501953,36168,16,"{'error_type': 'data_inconsistency', 'intended_rate': 3.5, 'inconsistencies_added': 1265, 'rows_affected': 1265, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,data_inconsistency,low,Gaussian Naive Bayes,dirty,0.5232776733384938,0.18472572203915488,0.9007561436672968,0.306578735724626,0.7958715123938671,0.6870092553026528,0.3302794404929204,0.01170659065246582,36168,16,"{'error_type': 'data_inconsistency', 'intended_rate': 3.5, 'inconsistencies_added': 1265, 'rows_affected': 1265, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,data_inconsistency,low,KNN,dirty,0.8928452947030853,0.5700787401574803,0.34215500945179583,0.42764323685764916,0.8147656937097322,0.6539829524403625,0.4066507070567338,0.003902435302734375,36168,16,"{'error_type': 'data_inconsistency', 'intended_rate': 3.5, 'inconsistencies_added': 1265, 'rows_affected': 1265, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,data_inconsistency,low,MLP,dirty,0.9022448302554462,0.638095238095238,0.3799621928166352,0.476303317535545,0.9029675206229072,0.6757043274665517,0.5474283599032042,12.268622398376465,36168,16,"{'error_type': 'data_inconsistency', 'intended_rate': 3.5, 'inconsistencies_added': 1265, 'rows_affected': 1265, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,data_inconsistency,low,Decision Tree,dirty,0.8967156916952339,0.5782828282828283,0.43289224952741023,0.49513513513513513,0.8463283590569747,0.695531910612171,0.4878263871713764,0.10410594940185547,36168,16,"{'error_type': 'data_inconsistency', 'intended_rate': 3.5, 'inconsistencies_added': 1265, 'rows_affected': 1265, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,data_inconsistency,low,Random Forest,dirty,0.9034612407386929,0.6817288801571709,0.3279773156899811,0.44288449266113594,0.9209793173163766,0.6538446378074201,0.5988384080789766,0.3048532009124756,36168,16,"{'error_type': 'data_inconsistency', 'intended_rate': 3.5, 'inconsistencies_added': 1265, 'rows_affected': 1265, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,data_inconsistency,low,XGBoost,dirty,0.90755280327325,0.6545961002785515,0.444234404536862,0.5292792792792793,0.9318584112697129,0.7065880851738787,0.6255325708355081,0.10505175590515137,36168,16,"{'error_type': 'data_inconsistency', 'intended_rate': 3.5, 'inconsistencies_added': 1265, 'rows_affected': 1265, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,data_inconsistency,low,LightGBM,dirty,0.9076633860444543,0.655076495132128,0.44517958412098296,0.530106921778278,0.9329677691986273,0.7070606749659392,0.6289796260062978,0.12437844276428223,36168,16,"{'error_type': 'data_inconsistency', 'intended_rate': 3.5, 'inconsistencies_added': 1265, 'rows_affected': 1265, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,data_inconsistency,low,Logistic Regression,dirty,0.7626154939587776,0.5680272108843537,0.446524064171123,0.5,0.7972948838076108,0.6617905896847871,0.551098503060627,0.011735200881958008,5625,19,"{'error_type': 'data_inconsistency', 'intended_rate': 3.5, 'inconsistencies_added': 196, 'rows_affected': 196, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,data_inconsistency,low,Gaussian Naive Bayes,dirty,0.6879886282871357,0.45241581259150804,0.8262032085561497,0.5846736045411542,0.7998418499671275,0.732075466814377,0.5583345904479955,0.0039052963256835938,5625,19,"{'error_type': 'data_inconsistency', 'intended_rate': 3.5, 'inconsistencies_added': 196, 'rows_affected': 196, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,data_inconsistency,low,KNN,dirty,0.7448471926083866,0.52,0.5213903743315508,0.520694259012016,0.7575399516490571,0.6735703081725517,0.46594327834221994,0.0020513534545898438,5625,19,"{'error_type': 'data_inconsistency', 'intended_rate': 3.5, 'inconsistencies_added': 196, 'rows_affected': 196, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,data_inconsistency,low,MLP,dirty,0.7810945273631841,0.603125,0.516042780748663,0.5561959654178674,0.8139562874344493,0.6965499479735571,0.6121060573866004,2.062227725982666,5625,19,"{'error_type': 'data_inconsistency', 'intended_rate': 3.5, 'inconsistencies_added': 196, 'rows_affected': 196, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,data_inconsistency,low,Decision Tree,dirty,0.751954513148543,0.5375375375375375,0.4786096256684492,0.5063649222065064,0.7561008122337204,0.6647646385844665,0.5099780294943087,0.01979684829711914,5625,19,"{'error_type': 'data_inconsistency', 'intended_rate': 3.5, 'inconsistencies_added': 196, 'rows_affected': 196, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,data_inconsistency,low,Random Forest,dirty,0.7853589196872779,0.6232876712328768,0.48663101604278075,0.5465465465465466,0.8267558277381181,0.6900725264144204,0.6301863175435476,0.18413472175598145,5625,19,"{'error_type': 'data_inconsistency', 'intended_rate': 3.5, 'inconsistencies_added': 196, 'rows_affected': 196, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,data_inconsistency,low,XGBoost,dirty,0.7789623312011372,0.5981308411214953,0.5133689839572193,0.5525179856115108,0.824676064212537,0.6942449953667994,0.6402300917321001,0.06820106506347656,5625,19,"{'error_type': 'data_inconsistency', 'intended_rate': 3.5, 'inconsistencies_added': 196, 'rows_affected': 196, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,data_inconsistency,low,LightGBM,dirty,0.7825159914712153,0.6055900621118012,0.5213903743315508,0.5603448275862069,0.8258291876109769,0.6992237447650009,0.6391431153210795,0.05891251564025879,5625,19,"{'error_type': 'data_inconsistency', 'intended_rate': 3.5, 'inconsistencies_added': 196, 'rows_affected': 196, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Breast Cancer,data_inconsistency,medium,Logistic Regression,dirty,0.9649122807017544,0.975,0.9285714285714286,0.9512195121951219,0.9966931216931216,0.9573412698412699,0.9944091616984939,0.007817506790161133,455,30,"{'error_type': 'data_inconsistency', 'intended_rate': 7.0, 'inconsistencies_added': 31, 'rows_affected': 31, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,data_inconsistency,medium,Gaussian Naive Bayes,dirty,0.8596491228070176,0.7241379310344828,1.0,0.84,0.9917328042328043,0.8888888888888888,0.9859681079212024,0.0029294490814208984,455,30,"{'error_type': 'data_inconsistency', 'intended_rate': 7.0, 'inconsistencies_added': 31, 'rows_affected': 31, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,data_inconsistency,medium,KNN,dirty,0.9298245614035088,0.9722222222222222,0.8333333333333334,0.8974358974358975,0.9814814814814816,0.9097222222222223,0.9707301105327422,0.0029430389404296875,455,30,"{'error_type': 'data_inconsistency', 'intended_rate': 7.0, 'inconsistencies_added': 31, 'rows_affected': 31, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,data_inconsistency,medium,MLP,dirty,0.9736842105263158,1.0,0.9285714285714286,0.9629629629629629,0.9983465608465609,0.9642857142857143,0.997467071935157,0.28580498695373535,455,30,"{'error_type': 'data_inconsistency', 'intended_rate': 7.0, 'inconsistencies_added': 31, 'rows_affected': 31, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,data_inconsistency,medium,Decision Tree,dirty,0.9298245614035088,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9246031746031745,0.9246031746031746,0.8536818236066357,0.008788585662841797,455,30,"{'error_type': 'data_inconsistency', 'intended_rate': 7.0, 'inconsistencies_added': 31, 'rows_affected': 31, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,data_inconsistency,medium,Random Forest,dirty,0.9736842105263158,1.0,0.9285714285714286,0.9629629629629629,0.9943783068783069,0.9642857142857143,0.9916994668547464,0.09970569610595703,455,30,"{'error_type': 'data_inconsistency', 'intended_rate': 7.0, 'inconsistencies_added': 31, 'rows_affected': 31, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,data_inconsistency,medium,XGBoost,dirty,0.9649122807017544,1.0,0.9047619047619048,0.95,0.9937169312169312,0.9523809523809523,0.9919920152158977,0.046277523040771484,455,30,"{'error_type': 'data_inconsistency', 'intended_rate': 7.0, 'inconsistencies_added': 31, 'rows_affected': 31, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,data_inconsistency,medium,LightGBM,dirty,0.9824561403508771,1.0,0.9523809523809523,0.975609756097561,0.9950396825396826,0.9761904761904762,0.9937343358395991,0.036130666732788086,455,30,"{'error_type': 'data_inconsistency', 'intended_rate': 7.0, 'inconsistencies_added': 31, 'rows_affected': 31, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,data_inconsistency,medium,Logistic Regression,dirty,0.725,0.8014184397163121,0.8071428571428572,0.8042704626334519,0.7754761904761905,0.6702380952380953,0.8885289376290766,0.007829427719116211,800,20,"{'error_type': 'data_inconsistency', 'intended_rate': 7.0, 'inconsistencies_added': 56, 'rows_affected': 56, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,data_inconsistency,medium,Gaussian Naive Bayes,dirty,0.355,0.9230769230769231,0.08571428571428572,0.1568627450980392,0.746547619047619,0.5345238095238095,0.8528696682848065,0.0019526481628417969,800,20,"{'error_type': 'data_inconsistency', 'intended_rate': 7.0, 'inconsistencies_added': 56, 'rows_affected': 56, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,data_inconsistency,medium,KNN,dirty,0.71,0.75625,0.8642857142857143,0.8066666666666666,0.7020238095238096,0.6071428571428572,0.8210442515360863,0.001953125,800,20,"{'error_type': 'data_inconsistency', 'intended_rate': 7.0, 'inconsistencies_added': 56, 'rows_affected': 56, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,data_inconsistency,medium,MLP,dirty,0.74,0.8142857142857143,0.8142857142857143,0.8142857142857143,0.7572619047619048,0.6904761904761905,0.8814412210108431,0.3516881465911865,800,20,"{'error_type': 'data_inconsistency', 'intended_rate': 7.0, 'inconsistencies_added': 56, 'rows_affected': 56, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,data_inconsistency,medium,Decision Tree,dirty,0.69,0.7785714285714286,0.7785714285714286,0.7785714285714286,0.6520833333333333,0.6309523809523809,0.7764015304950321,0.003932476043701172,800,20,"{'error_type': 'data_inconsistency', 'intended_rate': 7.0, 'inconsistencies_added': 56, 'rows_affected': 56, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,data_inconsistency,medium,Random Forest,dirty,0.78,0.7962962962962963,0.9214285714285714,0.8543046357615894,0.8117857142857144,0.6857142857142857,0.9081299285685602,0.10782265663146973,800,20,"{'error_type': 'data_inconsistency', 'intended_rate': 7.0, 'inconsistencies_added': 56, 'rows_affected': 56, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,data_inconsistency,medium,XGBoost,dirty,0.75,0.8,0.8571428571428571,0.8275862068965517,0.7698809523809524,0.6785714285714286,0.8728752612930477,0.0458979606628418,800,20,"{'error_type': 'data_inconsistency', 'intended_rate': 7.0, 'inconsistencies_added': 56, 'rows_affected': 56, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,data_inconsistency,medium,LightGBM,dirty,0.76,0.8026315789473685,0.8714285714285714,0.8356164383561644,0.7798809523809523,0.6857142857142857,0.8818821292510504,0.03425431251525879,800,20,"{'error_type': 'data_inconsistency', 'intended_rate': 7.0, 'inconsistencies_added': 56, 'rows_affected': 56, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,data_inconsistency,medium,Logistic Regression,dirty,0.7518647439085032,0.5510204081632653,0.017976031957390146,0.03481624758220503,0.7328953876255921,0.5065602958286178,0.4448791675740831,0.009985208511352539,24129,14,"{'error_type': 'data_inconsistency', 'intended_rate': 7.0, 'inconsistencies_added': 1689, 'rows_affected': 1689, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
